combined_image_path,label
Combined_Dataset/closed_eye_no_yawn/sample_0000.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0001.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0002.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0003.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0004.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0005.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0006.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0007.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0008.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0009.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0010.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0011.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0012.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0013.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0014.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0015.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0016.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0017.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0018.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0019.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0020.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0021.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0022.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0023.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0024.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0025.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0026.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0027.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0028.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0029.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0030.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0031.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0032.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0033.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0034.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0035.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0036.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0037.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0038.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0039.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0040.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0041.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0042.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0043.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0044.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0045.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0046.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0047.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0048.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0049.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0050.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0051.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0052.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0053.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0054.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0055.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0056.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0057.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0058.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0059.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0060.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0061.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0062.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0063.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0064.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0065.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0066.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0067.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0068.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0069.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0070.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0071.jpg,2
Combined_Dataset/closed_eye_no_yawn/sample_0072.jpg,2
